"series"	"ts"	"value"
"4822"	"LOT_N13Ad_S1"	"2008-07-19 21:00:00"	2044
"4823"	"LOT_N13Ad_S1"	"2008-07-19 22:00:00"	2046
"4824"	"LOT_N13Ad_S1"	"2008-07-19 23:00:00"	2051
"4825"	"LOT_N13Ad_S1"	"2008-07-20 00:00:00"	2061
"4826"	"LOT_N13Ad_S1"	"2008-07-20 01:00:00"	2072
"4827"	"LOT_N13Ad_S1"	"2008-07-20 02:00:00"	2083
"4828"	"LOT_N13Ad_S1"	"2008-07-20 03:00:00"	2094
"4829"	"LOT_N13Ad_S1"	"2008-07-20 04:00:00"	2108
"4830"	"LOT_N13Ad_S1"	"2008-07-20 05:00:00"	2119
"4831"	"LOT_N13Ad_S1"	"2008-07-20 06:00:00"	2123
"4832"	"LOT_N13Ad_S1"	"2008-07-20 07:00:00"	2128
"4833"	"LOT_N13Ad_S1"	"2008-07-20 08:00:00"	2125
"4834"	"LOT_N13Ad_S1"	"2008-07-20 09:00:00"	2092
"4835"	"LOT_N13Ad_S1"	"2008-07-20 10:00:00"	2057
"4836"	"LOT_N13Ad_S1"	"2008-07-20 11:00:00"	2032
"4837"	"LOT_N13Ad_S1"	"2008-07-20 12:00:00"	1993
"4838"	"LOT_N13Ad_S1"	"2008-07-20 13:00:00"	1964
"4839"	"LOT_N13Ad_S1"	"2008-07-20 14:00:00"	1954
"4840"	"LOT_N13Ad_S1"	"2008-07-20 15:00:00"	1955
"4841"	"LOT_N13Ad_S1"	"2008-07-20 16:00:00"	1968
"4842"	"LOT_N13Ad_S1"	"2008-07-20 17:00:00"	1999
"4843"	"LOT_N13Ad_S1"	"2008-07-20 18:00:00"	2034
"4844"	"LOT_N13Ad_S1"	"2008-07-20 19:00:00"	2059
"4845"	"LOT_N13Ad_S1"	"2008-07-20 20:00:00"	2077
"4846"	"LOT_N13Ad_S1"	"2008-07-20 21:00:00"	2082
"4847"	"LOT_N13Ad_S1"	"2008-07-20 22:00:00"	2093
"4848"	"LOT_N13Ad_S1"	"2008-07-20 23:00:00"	2107
"4849"	"LOT_N13Ad_S1"	"2008-07-21 00:00:00"	2118
"4850"	"LOT_N13Ad_S1"	"2008-07-21 01:00:00"	2128
"4851"	"LOT_N13Ad_S1"	"2008-07-21 02:00:00"	2142
"4852"	"LOT_N13Ad_S1"	"2008-07-21 03:00:00"	2157
"4853"	"LOT_N13Ad_S1"	"2008-07-21 04:00:00"	2162
"4854"	"LOT_N13Ad_S1"	"2008-07-21 05:00:00"	2162
"4855"	"LOT_N13Ad_S1"	"2008-07-21 06:00:00"	2164
"4856"	"LOT_N13Ad_S1"	"2008-07-21 07:00:00"	2167
"4857"	"LOT_N13Ad_S1"	"2008-07-21 08:00:00"	2164
"4858"	"LOT_N13Ad_S1"	"2008-07-21 09:00:00"	2157
"4859"	"LOT_N13Ad_S1"	"2008-07-21 10:00:00"	2133
"4860"	"LOT_N13Ad_S1"	"2008-07-21 11:00:00"	2090
"4861"	"LOT_N13Ad_S1"	"2008-07-21 12:00:00"	2057
"4862"	"LOT_N13Ad_S1"	"2008-07-21 13:00:00"	2043
"4863"	"LOT_N13Ad_S1"	"2008-07-21 14:00:00"	2030
"4864"	"LOT_N13Ad_S1"	"2008-07-21 15:00:00"	2019
"4865"	"LOT_N13Ad_S1"	"2008-07-21 16:00:00"	2014
"4866"	"LOT_N13Ad_S1"	"2008-07-21 17:00:00"	2012
"4867"	"LOT_N13Ad_S1"	"2008-07-21 18:00:00"	2012
"4868"	"LOT_N13Ad_S1"	"2008-07-21 19:00:00"	2012
"4869"	"LOT_N13Ad_S1"	"2008-07-21 20:00:00"	2017
"4870"	"LOT_N13Ad_S1"	"2008-07-21 21:00:00"	2028
"4871"	"LOT_N13Ad_S1"	"2008-07-21 22:00:00"	2034
"4872"	"LOT_N13Ad_S1"	"2008-07-21 23:00:00"	2037
"4873"	"LOT_N13Ad_S1"	"2008-07-22 00:00:00"	2041
"4874"	"LOT_N13Ad_S1"	"2008-07-22 01:00:00"	2044
"4875"	"LOT_N13Ad_S1"	"2008-07-22 02:00:00"	2041
"4876"	"LOT_N13Ad_S1"	"2008-07-22 03:00:00"	2041
"4877"	"LOT_N13Ad_S1"	"2008-07-22 04:00:00"	2046
"4878"	"LOT_N13Ad_S1"	"2008-07-22 05:00:00"	2051
"4879"	"LOT_N13Ad_S1"	"2008-07-22 06:00:00"	2056
"4880"	"LOT_N13Ad_S1"	"2008-07-22 07:00:00"	2058
"4881"	"LOT_N13Ad_S1"	"2008-07-22 08:00:00"	2061
"4882"	"LOT_N13Ad_S1"	"2008-07-22 09:00:00"	2066
"4883"	"LOT_N13Ad_S1"	"2008-07-22 10:00:00"	2060
"4884"	"LOT_N13Ad_S1"	"2008-07-22 11:00:00"	2040
"4885"	"LOT_N13Ad_S1"	"2008-07-22 12:00:00"	2010
"4886"	"LOT_N13Ad_S1"	"2008-07-22 13:00:00"	1979
"4887"	"LOT_N13Ad_S1"	"2008-07-22 14:00:00"	1959
"4888"	"LOT_N13Ad_S1"	"2008-07-22 15:00:00"	1947
"4889"	"LOT_N13Ad_S1"	"2008-07-22 16:00:00"	1940
"4890"	"LOT_N13Ad_S1"	"2008-07-22 17:00:00"	1935
"4891"	"LOT_N13Ad_S1"	"2008-07-22 18:00:00"	1933
"4892"	"LOT_N13Ad_S1"	"2008-07-22 19:00:00"	1933
"4893"	"LOT_N13Ad_S1"	"2008-07-22 20:00:00"	1943
"4894"	"LOT_N13Ad_S1"	"2008-07-22 21:00:00"	1960
"4895"	"LOT_N13Ad_S1"	"2008-07-22 22:00:00"	1973
"4896"	"LOT_N13Ad_S1"	"2008-07-22 23:00:00"	1984
"4897"	"LOT_N13Ad_S1"	"2008-07-23 00:00:00"	2001
"4898"	"LOT_N13Ad_S1"	"2008-07-23 01:00:00"	2021
"4899"	"LOT_N13Ad_S1"	"2008-07-23 02:00:00"	2040
"4900"	"LOT_N13Ad_S1"	"2008-07-23 03:00:00"	2051
"4901"	"LOT_N13Ad_S1"	"2008-07-23 04:00:00"	2056
"4902"	"LOT_N13Ad_S1"	"2008-07-23 05:00:00"	2058
"4903"	"LOT_N13Ad_S1"	"2008-07-23 06:00:00"	2063
"4904"	"LOT_N13Ad_S1"	"2008-07-23 07:00:00"	2068
"4905"	"LOT_N13Ad_S1"	"2008-07-23 08:00:00"	2068
"4906"	"LOT_N13Ad_S1"	"2008-07-23 09:00:00"	2065
"4907"	"LOT_N13Ad_S1"	"2008-07-23 10:00:00"	2053
"4908"	"LOT_N13Ad_S1"	"2008-07-23 11:00:00"	2024
"4909"	"LOT_N13Ad_S1"	"2008-07-23 12:00:00"	1994
"4910"	"LOT_N13Ad_S1"	"2008-07-23 13:00:00"	1969
"4911"	"LOT_N13Ad_S1"	"2008-07-23 14:00:00"	1949
"4912"	"LOT_N13Ad_S1"	"2008-07-23 15:00:00"	1937
"4913"	"LOT_N13Ad_S1"	"2008-07-23 16:00:00"	1933
"4914"	"LOT_N13Ad_S1"	"2008-07-23 17:00:00"	1933
"4915"	"LOT_N13Ad_S1"	"2008-07-23 18:00:00"	1930
"4916"	"LOT_N13Ad_S1"	"2008-07-23 19:00:00"	1928
"4917"	"LOT_N13Ad_S1"	"2008-07-23 20:00:00"	1936
"4918"	"LOT_N13Ad_S1"	"2008-07-23 21:00:00"	1950
"4919"	"LOT_N13Ad_S1"	"2008-07-23 22:00:00"	1962
"4920"	"LOT_N13Ad_S1"	"2008-07-23 23:00:00"	1978
"4921"	"LOT_N13Ad_S1"	"2008-07-24 00:00:00"	1991
"4922"	"LOT_N13Ad_S1"	"2008-07-24 01:00:00"	2003
"4923"	"LOT_N13Ad_S1"	"2008-07-24 02:00:00"	2024
"4924"	"LOT_N13Ad_S1"	"2008-07-24 03:00:00"	2039
"4925"	"LOT_N13Ad_S1"	"2008-07-24 04:00:00"	2046
"4926"	"LOT_N13Ad_S1"	"2008-07-24 05:00:00"	2051
"4927"	"LOT_N13Ad_S1"	"2008-07-24 06:00:00"	2056
"4928"	"LOT_N13Ad_S1"	"2008-07-24 07:00:00"	2061
"4929"	"LOT_N13Ad_S1"	"2008-07-24 08:00:00"	2058
"4930"	"LOT_N13Ad_S1"	"2008-07-24 09:00:00"	2040
"4931"	"LOT_N13Ad_S1"	"2008-07-24 10:00:00"	2007
"4932"	"LOT_N13Ad_S1"	"2008-07-24 11:00:00"	1969
"4933"	"LOT_N13Ad_S1"	"2008-07-24 12:00:00"	1944
"4934"	"LOT_N13Ad_S1"	"2008-07-24 13:00:00"	1927
"4935"	"LOT_N13Ad_S1"	"2008-07-24 14:00:00"	1914
"4936"	"LOT_N13Ad_S1"	"2008-07-24 15:00:00"	1911
"4937"	"LOT_N13Ad_S1"	"2008-07-24 16:00:00"	1911
"4938"	"LOT_N13Ad_S1"	"2008-07-24 17:00:00"	1915
"4939"	"LOT_N13Ad_S1"	"2008-07-24 18:00:00"	1921
"4940"	"LOT_N13Ad_S1"	"2008-07-24 19:00:00"	1926
"4941"	"LOT_N13Ad_S1"	"2008-07-24 20:00:00"	1936
"4942"	"LOT_N13Ad_S1"	"2008-07-24 21:00:00"	1950
"4943"	"LOT_N13Ad_S1"	"2008-07-24 22:00:00"	1962
"4944"	"LOT_N13Ad_S1"	"2008-07-24 23:00:00"	1978
"4945"	"LOT_N13Ad_S1"	"2008-07-25 00:00:00"	1991
"4946"	"LOT_N13Ad_S1"	"2008-07-25 01:00:00"	2001
"4947"	"LOT_N13Ad_S1"	"2008-07-25 02:00:00"	2010
"4948"	"LOT_N13Ad_S1"	"2008-07-25 03:00:00"	2024
"4949"	"LOT_N13Ad_S1"	"2008-07-25 04:00:00"	2039
"4950"	"LOT_N13Ad_S1"	"2008-07-25 05:00:00"	2049
"4951"	"LOT_N13Ad_S1"	"2008-07-25 06:00:00"	2053
"4952"	"LOT_N13Ad_S1"	"2008-07-25 07:00:00"	2051
"4953"	"LOT_N13Ad_S1"	"2008-07-25 08:00:00"	2041
"4954"	"LOT_N13Ad_S1"	"2008-07-25 09:00:00"	2015
"4955"	"LOT_N13Ad_S1"	"2008-07-25 10:00:00"	1979
"4956"	"LOT_N13Ad_S1"	"2008-07-25 11:00:00"	1951
"4957"	"LOT_N13Ad_S1"	"2008-07-25 12:00:00"	1932
"4958"	"LOT_N13Ad_S1"	"2008-07-25 13:00:00"	1914
"4959"	"LOT_N13Ad_S1"	"2008-07-25 14:00:00"	1899
"4960"	"LOT_N13Ad_S1"	"2008-07-25 15:00:00"	1889
"4961"	"LOT_N13Ad_S1"	"2008-07-25 16:00:00"	1884
"4962"	"LOT_N13Ad_S1"	"2008-07-25 17:00:00"	1885
"4963"	"LOT_N13Ad_S1"	"2008-07-25 18:00:00"	1887
"4964"	"LOT_N13Ad_S1"	"2008-07-25 19:00:00"	1887
"4965"	"LOT_N13Ad_S1"	"2008-07-25 20:00:00"	1892
"4966"	"LOT_N13Ad_S1"	"2008-07-25 21:00:00"	1902
"4967"	"LOT_N13Ad_S1"	"2008-07-25 22:00:00"	1918
"4968"	"LOT_N13Ad_S1"	"2008-07-25 23:00:00"	1933
"4969"	"LOT_N13Ad_S1"	"2008-07-26 00:00:00"	1945
"4970"	"LOT_N13Ad_S1"	"2008-07-26 01:00:00"	1955
"4971"	"LOT_N13Ad_S1"	"2008-07-26 02:00:00"	1962
"4972"	"LOT_N13Ad_S1"	"2008-07-26 03:00:00"	1978
"4973"	"LOT_N13Ad_S1"	"2008-07-26 04:00:00"	1996
"4974"	"LOT_N13Ad_S1"	"2008-07-26 05:00:00"	2008
"4975"	"LOT_N13Ad_S1"	"2008-07-26 06:00:00"	2017
"4976"	"LOT_N13Ad_S1"	"2008-07-26 07:00:00"	2034
"4977"	"LOT_N13Ad_S1"	"2008-07-26 08:00:00"	2054
"4978"	"LOT_N13Ad_S1"	"2008-07-26 09:00:00"	2066
"4979"	"LOT_N13Ad_S1"	"2008-07-26 10:00:00"	2079
"4980"	"LOT_N13Ad_S1"	"2008-07-26 11:00:00"	2089
"4981"	"LOT_N13Ad_S1"	"2008-07-26 12:00:00"	2075
"4982"	"LOT_N13Ad_S1"	"2008-07-26 13:00:00"	2036
"4983"	"LOT_N13Ad_S1"	"2008-07-26 14:00:00"	2002
"4984"	"LOT_N13Ad_S1"	"2008-07-26 15:00:00"	1990
"4985"	"LOT_N13Ad_S1"	"2008-07-26 16:00:00"	1988
"4986"	"LOT_N13Ad_S1"	"2008-07-26 17:00:00"	1983
"4987"	"LOT_N13Ad_S1"	"2008-07-26 18:00:00"	1981
"4988"	"LOT_N13Ad_S1"	"2008-07-26 19:00:00"	1988
"4989"	"LOT_N13Ad_S1"	"2008-07-26 20:00:00"	1998
"4990"	"LOT_N13Ad_S1"	"2008-07-26 21:00:00"	2017
"4991"	"LOT_N13Ad_S1"	"2008-07-26 22:00:00"	2045
"4992"	"LOT_N13Ad_S1"	"2008-07-26 23:00:00"	2072
"4993"	"LOT_N13Ad_S1"	"2008-07-27 00:00:00"	2087
"4994"	"LOT_N13Ad_S1"	"2008-07-27 01:00:00"	2087
"4995"	"LOT_N13Ad_S1"	"2008-07-27 02:00:00"	2090
"4996"	"LOT_N13Ad_S1"	"2008-07-27 03:00:00"	2097
"4997"	"LOT_N13Ad_S1"	"2008-07-27 04:00:00"	2096
"4998"	"LOT_N13Ad_S1"	"2008-07-27 05:00:00"	2094
"4999"	"LOT_N13Ad_S1"	"2008-07-27 06:00:00"	2094
"5000"	"LOT_N13Ad_S1"	"2008-07-27 07:00:00"	2097
"5001"	"LOT_N13Ad_S1"	"2008-07-27 08:00:00"	2104
"5002"	"LOT_N13Ad_S1"	"2008-07-27 09:00:00"	2106
"5003"	"LOT_N13Ad_S1"	"2008-07-27 10:00:00"	2101
"5004"	"LOT_N13Ad_S1"	"2008-07-27 11:00:00"	2091
"5005"	"LOT_N13Ad_S1"	"2008-07-27 12:00:00"	2057
"5006"	"LOT_N13Ad_S1"	"2008-07-27 13:00:00"	2012
"5007"	"LOT_N13Ad_S1"	"2008-07-27 14:00:00"	1981
"5008"	"LOT_N13Ad_S1"	"2008-07-27 15:00:00"	1969
"5009"	"LOT_N13Ad_S1"	"2008-07-27 16:00:00"	1967
"5010"	"LOT_N13Ad_S1"	"2008-07-27 17:00:00"	1967
"5011"	"LOT_N13Ad_S1"	"2008-07-27 18:00:00"	1967
"5012"	"LOT_N13Ad_S1"	"2008-07-27 19:00:00"	1973
"5013"	"LOT_N13Ad_S1"	"2008-07-27 20:00:00"	1984
"5014"	"LOT_N13Ad_S1"	"2008-07-27 21:00:00"	1999
"5015"	"LOT_N13Ad_S1"	"2008-07-27 22:00:00"	2015
"5016"	"LOT_N13Ad_S1"	"2008-07-27 23:00:00"	2028
"5017"	"LOT_N13Ad_S1"	"2008-07-28 00:00:00"	2042
"5018"	"LOT_N13Ad_S1"	"2008-07-28 01:00:00"	2054
"5019"	"LOT_N13Ad_S1"	"2008-07-28 02:00:00"	2063
"5020"	"LOT_N13Ad_S1"	"2008-07-28 03:00:00"	2077
"5021"	"LOT_N13Ad_S1"	"2008-07-28 04:00:00"	2090
"5022"	"LOT_N13Ad_S1"	"2008-07-28 05:00:00"	2092
"5023"	"LOT_N13Ad_S1"	"2008-07-28 06:00:00"	2089
"5024"	"LOT_N13Ad_S1"	"2008-07-28 07:00:00"	2092
"5025"	"LOT_N13Ad_S1"	"2008-07-28 08:00:00"	2092
"5026"	"LOT_N13Ad_S1"	"2008-07-28 09:00:00"	2078
"5027"	"LOT_N13Ad_S1"	"2008-07-28 10:00:00"	2043
"5028"	"LOT_N13Ad_S1"	"2008-07-28 11:00:00"	2004
"5029"	"LOT_N13Ad_S1"	"2008-07-28 12:00:00"	1971
"5030"	"LOT_N13Ad_S1"	"2008-07-28 13:00:00"	1947
"5031"	"LOT_N13Ad_S1"	"2008-07-28 14:00:00"	1940
"5032"	"LOT_N13Ad_S1"	"2008-07-28 15:00:00"	NA
"5033"	"LOT_N13Ad_S1"	"2008-07-28 16:00:00"	1938
"5034"	"LOT_N13Ad_S1"	"2008-07-28 17:00:00"	1946
"5035"	"LOT_N13Ad_S1"	"2008-07-28 18:00:00"	1939
"5036"	"LOT_N13Ad_S1"	"2008-07-28 19:00:00"	1942
"5037"	"LOT_N13Ad_S1"	"2008-07-28 20:00:00"	1947
"5038"	"LOT_N13Ad_S1"	"2008-07-28 21:00:00"	1964
"5039"	"LOT_N13Ad_S1"	"2008-07-28 22:00:00"	1981
"5040"	"LOT_N13Ad_S1"	"2008-07-28 23:00:00"	1987
"5041"	"LOT_N13Ad_S1"	"2008-07-29 00:00:00"	1997
"5042"	"LOT_N13Ad_S1"	"2008-07-29 01:00:00"	2006
"5043"	"LOT_N13Ad_S1"	"2008-07-29 02:00:00"	2016
"5044"	"LOT_N13Ad_S1"	"2008-07-29 03:00:00"	2021
"5045"	"LOT_N13Ad_S1"	"2008-07-29 04:00:00"	2018
"5046"	"LOT_N13Ad_S1"	"2008-07-29 05:00:00"	2032
"5047"	"LOT_N13Ad_S1"	"2008-07-29 06:00:00"	2042
"5048"	"LOT_N13Ad_S1"	"2008-07-29 07:00:00"	2056
"5049"	"LOT_N13Ad_S1"	"2008-07-29 08:00:00"	2062
"5050"	"LOT_N13Ad_S1"	"2008-07-29 09:00:00"	2063
"5051"	"LOT_N13Ad_S1"	"2008-07-29 10:00:00"	2054
"5052"	"LOT_N13Ad_S1"	"2008-07-29 11:00:00"	2013
"5053"	"LOT_N13Ad_S1"	"2008-07-29 12:00:00"	1976
"5054"	"LOT_N13Ad_S1"	"2008-07-29 13:00:00"	1946
"5055"	"LOT_N13Ad_S1"	"2008-07-29 14:00:00"	1926
"5056"	"LOT_N13Ad_S1"	"2008-07-29 15:00:00"	1913
"5057"	"LOT_N13Ad_S1"	"2008-07-29 16:00:00"	1911
"5058"	"LOT_N13Ad_S1"	"2008-07-29 17:00:00"	1917
"5059"	"LOT_N13Ad_S1"	"2008-07-29 18:00:00"	1922
"5060"	"LOT_N13Ad_S1"	"2008-07-29 19:00:00"	1923
"5061"	"LOT_N13Ad_S1"	"2008-07-29 20:00:00"	1940
"5062"	"LOT_N13Ad_S1"	"2008-07-29 21:00:00"	1963
"5063"	"LOT_N13Ad_S1"	"2008-07-29 22:00:00"	1971
"5064"	"LOT_N13Ad_S1"	"2008-07-29 23:00:00"	1986
"5065"	"LOT_N13Ad_S1"	"2008-07-30 00:00:00"	1992
"5066"	"LOT_N13Ad_S1"	"2008-07-30 01:00:00"	2006
"5067"	"LOT_N13Ad_S1"	"2008-07-30 02:00:00"	2007
"5068"	"LOT_N13Ad_S1"	"2008-07-30 03:00:00"	2016
"5069"	"LOT_N13Ad_S1"	"2008-07-30 04:00:00"	2017
"5070"	"LOT_N13Ad_S1"	"2008-07-30 05:00:00"	2021
"5071"	"LOT_N13Ad_S1"	"2008-07-30 06:00:00"	2022
"5072"	"LOT_N13Ad_S1"	"2008-07-30 07:00:00"	2028
"5073"	"LOT_N13Ad_S1"	"2008-07-30 08:00:00"	2023
"5074"	"LOT_N13Ad_S1"	"2008-07-30 09:00:00"	2001
"5075"	"LOT_N13Ad_S1"	"2008-07-30 10:00:00"	1966
"5076"	"LOT_N13Ad_S1"	"2008-07-30 11:00:00"	1949
"5077"	"LOT_N13Ad_S1"	"2008-07-30 12:00:00"	1930
"5078"	"LOT_N13Ad_S1"	"2008-07-30 13:00:00"	1909
"5079"	"LOT_N13Ad_S1"	"2008-07-30 14:00:00"	1894
"5080"	"LOT_N13Ad_S1"	"2008-07-30 15:00:00"	1888
"5081"	"LOT_N13Ad_S1"	"2008-07-30 16:00:00"	1887
"5082"	"LOT_N13Ad_S1"	"2008-07-30 17:00:00"	1887
"5083"	"LOT_N13Ad_S1"	"2008-07-30 18:00:00"	1891
"5084"	"LOT_N13Ad_S1"	"2008-07-30 19:00:00"	1904
"5085"	"LOT_N13Ad_S1"	"2008-07-30 20:00:00"	1917
"5086"	"LOT_N13Ad_S1"	"2008-07-30 21:00:00"	1939
"5087"	"LOT_N13Ad_S1"	"2008-07-30 22:00:00"	1955
"5088"	"LOT_N13Ad_S1"	"2008-07-30 23:00:00"	1969
"5089"	"LOT_N13Ad_S1"	"2008-07-31 00:00:00"	1994
"5090"	"LOT_N13Ad_S1"	"2008-07-31 01:00:00"	2006
"5091"	"LOT_N13Ad_S1"	"2008-07-31 02:00:00"	2020
"5092"	"LOT_N13Ad_S1"	"2008-07-31 03:00:00"	2037
"5093"	"LOT_N13Ad_S1"	"2008-07-31 04:00:00"	2051
"5094"	"LOT_N13Ad_S1"	"2008-07-31 05:00:00"	2072
"5095"	"LOT_N13Ad_S1"	"2008-07-31 06:00:00"	2083
"5096"	"LOT_N13Ad_S1"	"2008-07-31 07:00:00"	2089
"5097"	"LOT_N13Ad_S1"	"2008-07-31 08:00:00"	2098
"5098"	"LOT_N13Ad_S1"	"2008-07-31 09:00:00"	2095
"5099"	"LOT_N13Ad_S1"	"2008-07-31 10:00:00"	2067
"5100"	"LOT_N13Ad_S1"	"2008-07-31 11:00:00"	2034
"5101"	"LOT_N13Ad_S1"	"2008-07-31 12:00:00"	2002
"5102"	"LOT_N13Ad_S1"	"2008-07-31 13:00:00"	1975
"5103"	"LOT_N13Ad_S1"	"2008-07-31 14:00:00"	1954
"5104"	"LOT_N13Ad_S1"	"2008-07-31 15:00:00"	1948
"5105"	"LOT_N13Ad_S1"	"2008-07-31 16:00:00"	1956
"5106"	"LOT_N13Ad_S1"	"2008-07-31 17:00:00"	1988
"5107"	"LOT_N13Ad_S1"	"2008-07-31 18:00:00"	2006
"5108"	"LOT_N13Ad_S1"	"2008-07-31 19:00:00"	2031
"5109"	"LOT_N13Ad_S1"	"2008-07-31 20:00:00"	2055
"5110"	"LOT_N13Ad_S1"	"2008-07-31 21:00:00"	2077
"5111"	"LOT_N13Ad_S1"	"2008-07-31 22:00:00"	2092
"5112"	"LOT_N13Ad_S1"	"2008-07-31 23:00:00"	2090
"5113"	"LOT_N13Ad_S1"	"2008-08-01 00:00:00"	2094
"5114"	"LOT_N13Ad_S1"	"2008-08-01 01:00:00"	2094
"5115"	"LOT_N13Ad_S1"	"2008-08-01 02:00:00"	2098
"5116"	"LOT_N13Ad_S1"	"2008-08-01 03:00:00"	2099
"5117"	"LOT_N13Ad_S1"	"2008-08-01 04:00:00"	2099
"5118"	"LOT_N13Ad_S1"	"2008-08-01 05:00:00"	2103
"5119"	"LOT_N13Ad_S1"	"2008-08-01 06:00:00"	2108
"5120"	"LOT_N13Ad_S1"	"2008-08-01 07:00:00"	2105
"5121"	"LOT_N13Ad_S1"	"2008-08-01 08:00:00"	2104
"5122"	"LOT_N13Ad_S1"	"2008-08-01 09:00:00"	2095
"5123"	"LOT_N13Ad_S1"	"2008-08-01 10:00:00"	2077
"5124"	"LOT_N13Ad_S1"	"2008-08-01 11:00:00"	2056
"5125"	"LOT_N13Ad_S1"	"2008-08-01 12:00:00"	2032
"5126"	"LOT_N13Ad_S1"	"2008-08-01 13:00:00"	2006
"5127"	"LOT_N13Ad_S1"	"2008-08-01 14:00:00"	1994
"5128"	"LOT_N13Ad_S1"	"2008-08-01 15:00:00"	1989
"5129"	"LOT_N13Ad_S1"	"2008-08-01 16:00:00"	1997
"5130"	"LOT_N13Ad_S1"	"2008-08-01 17:00:00"	2015
"5131"	"LOT_N13Ad_S1"	"2008-08-01 18:00:00"	2040
"5132"	"LOT_N13Ad_S1"	"2008-08-01 19:00:00"	2065
"5133"	"LOT_N13Ad_S1"	"2008-08-01 20:00:00"	2082
"5134"	"LOT_N13Ad_S1"	"2008-08-01 21:00:00"	2089
"5135"	"LOT_N13Ad_S1"	"2008-08-01 22:00:00"	2085
"5136"	"LOT_N13Ad_S1"	"2008-08-01 23:00:00"	2116
"5137"	"LOT_N13Ad_S1"	"2008-08-02 00:00:00"	2125
"5138"	"LOT_N13Ad_S1"	"2008-08-02 01:00:00"	2138
"5139"	"LOT_N13Ad_S1"	"2008-08-02 02:00:00"	2155
"5140"	"LOT_N13Ad_S1"	"2008-08-02 03:00:00"	2169
"5141"	"LOT_N13Ad_S1"	"2008-08-02 04:00:00"	2180
"5142"	"LOT_N13Ad_S1"	"2008-08-02 05:00:00"	2196
"5143"	"LOT_N13Ad_S1"	"2008-08-02 06:00:00"	2206
"5144"	"LOT_N13Ad_S1"	"2008-08-02 07:00:00"	2218
"5145"	"LOT_N13Ad_S1"	"2008-08-02 08:00:00"	2228
"5146"	"LOT_N13Ad_S1"	"2008-08-02 09:00:00"	2225
"5147"	"LOT_N13Ad_S1"	"2008-08-02 10:00:00"	2214
"5148"	"LOT_N13Ad_S1"	"2008-08-02 11:00:00"	2191
"5149"	"LOT_N13Ad_S1"	"2008-08-02 12:00:00"	2174
"5150"	"LOT_N13Ad_S1"	"2008-08-02 13:00:00"	2159
"5151"	"LOT_N13Ad_S1"	"2008-08-02 14:00:00"	2142
"5152"	"LOT_N13Ad_S1"	"2008-08-02 15:00:00"	2128
"5153"	"LOT_N13Ad_S1"	"2008-08-02 16:00:00"	2121
"5154"	"LOT_N13Ad_S1"	"2008-08-02 17:00:00"	2117
"5155"	"LOT_N13Ad_S1"	"2008-08-02 18:00:00"	2124
"5156"	"LOT_N13Ad_S1"	"2008-08-02 19:00:00"	2134
"5157"	"LOT_N13Ad_S1"	"2008-08-02 20:00:00"	2144
"5158"	"LOT_N13Ad_S1"	"2008-08-02 21:00:00"	2164
"5159"	"LOT_N13Ad_S1"	"2008-08-02 22:00:00"	2175
"5160"	"LOT_N13Ad_S1"	"2008-08-02 23:00:00"	2195
"5161"	"LOT_N13Ad_S1"	"2008-08-03 00:00:00"	2202
"5162"	"LOT_N13Ad_S1"	"2008-08-03 01:00:00"	2207
"5163"	"LOT_N13Ad_S1"	"2008-08-03 02:00:00"	2212
"5164"	"LOT_N13Ad_S1"	"2008-08-03 03:00:00"	2227
"5165"	"LOT_N13Ad_S1"	"2008-08-03 04:00:00"	2233
"5166"	"LOT_N13Ad_S1"	"2008-08-03 05:00:00"	2238
"5167"	"LOT_N13Ad_S1"	"2008-08-03 06:00:00"	2243
"5168"	"LOT_N13Ad_S1"	"2008-08-03 07:00:00"	2244
"5169"	"LOT_N13Ad_S1"	"2008-08-03 08:00:00"	2244
"5170"	"LOT_N13Ad_S1"	"2008-08-03 09:00:00"	2240
"5171"	"LOT_N13Ad_S1"	"2008-08-03 10:00:00"	2212
"5172"	"LOT_N13Ad_S1"	"2008-08-03 11:00:00"	2184
"5173"	"LOT_N13Ad_S1"	"2008-08-03 12:00:00"	2164
"5174"	"LOT_N13Ad_S1"	"2008-08-03 13:00:00"	2134
"5175"	"LOT_N13Ad_S1"	"2008-08-03 14:00:00"	2118
"5176"	"LOT_N13Ad_S1"	"2008-08-03 15:00:00"	2105
"5177"	"LOT_N13Ad_S1"	"2008-08-03 16:00:00"	2100
"5178"	"LOT_N13Ad_S1"	"2008-08-03 17:00:00"	2099
"5179"	"LOT_N13Ad_S1"	"2008-08-03 18:00:00"	2095
"5180"	"LOT_N13Ad_S1"	"2008-08-03 19:00:00"	2098
"5181"	"LOT_N13Ad_S1"	"2008-08-03 20:00:00"	2114
"5182"	"LOT_N13Ad_S1"	"2008-08-03 21:00:00"	2124
"5183"	"LOT_N13Ad_S1"	"2008-08-03 22:00:00"	2130
"5184"	"LOT_N13Ad_S1"	"2008-08-03 23:00:00"	2149
"5185"	"LOT_N13Ad_S1"	"2008-08-04 00:00:00"	2156
"5186"	"LOT_N13Ad_S1"	"2008-08-04 01:00:00"	2169
"5187"	"LOT_N13Ad_S1"	"2008-08-04 02:00:00"	2171
"5188"	"LOT_N13Ad_S1"	"2008-08-04 03:00:00"	2175
"5189"	"LOT_N13Ad_S1"	"2008-08-04 04:00:00"	2187
