"series"	"ts"	"value"
"1"	"LOT_N13Ad_S1"	"2008-01-01 00:00:00"	415
"2"	"LOT_N13Ad_S1"	"2008-01-01 01:00:00"	422
"3"	"LOT_N13Ad_S1"	"2008-01-01 02:00:00"	418
"4"	"LOT_N13Ad_S1"	"2008-01-01 03:00:00"	414
"5"	"LOT_N13Ad_S1"	"2008-01-01 04:00:00"	417
"6"	"LOT_N13Ad_S1"	"2008-01-01 05:00:00"	414
"7"	"LOT_N13Ad_S1"	"2008-01-01 06:00:00"	411
"8"	"LOT_N13Ad_S1"	"2008-01-01 07:00:00"	414
"9"	"LOT_N13Ad_S1"	"2008-01-01 08:00:00"	412
"10"	"LOT_N13Ad_S1"	"2008-01-01 09:00:00"	408
"11"	"LOT_N13Ad_S1"	"2008-01-01 10:00:00"	407
"12"	"LOT_N13Ad_S1"	"2008-01-01 11:00:00"	405
"13"	"LOT_N13Ad_S1"	"2008-01-01 12:00:00"	402
"14"	"LOT_N13Ad_S1"	"2008-01-01 13:00:00"	400
"15"	"LOT_N13Ad_S1"	"2008-01-01 14:00:00"	398
"16"	"LOT_N13Ad_S1"	"2008-01-01 15:00:00"	396
"17"	"LOT_N13Ad_S1"	"2008-01-01 16:00:00"	395
"18"	"LOT_N13Ad_S1"	"2008-01-01 17:00:00"	396
"19"	"LOT_N13Ad_S1"	"2008-01-01 18:00:00"	398
"20"	"LOT_N13Ad_S1"	"2008-01-01 19:00:00"	398
"21"	"LOT_N13Ad_S1"	"2008-01-01 20:00:00"	398
"22"	"LOT_N13Ad_S1"	"2008-01-01 21:00:00"	400
"23"	"LOT_N13Ad_S1"	"2008-01-01 22:00:00"	399
"24"	"LOT_N13Ad_S1"	"2008-01-01 23:00:00"	395
"25"	"LOT_N13Ad_S1"	"2008-01-02 00:00:00"	395
"26"	"LOT_N13Ad_S1"	"2008-01-02 01:00:00"	395
"27"	"LOT_N13Ad_S1"	"2008-01-02 02:00:00"	393
"28"	"LOT_N13Ad_S1"	"2008-01-02 03:00:00"	390
"29"	"LOT_N13Ad_S1"	"2008-01-02 04:00:00"	390
"30"	"LOT_N13Ad_S1"	"2008-01-02 05:00:00"	388
"31"	"LOT_N13Ad_S1"	"2008-01-02 06:00:00"	388
"32"	"LOT_N13Ad_S1"	"2008-01-02 07:00:00"	385
"33"	"LOT_N13Ad_S1"	"2008-01-02 08:00:00"	382
"34"	"LOT_N13Ad_S1"	"2008-01-02 09:00:00"	386
"35"	"LOT_N13Ad_S1"	"2008-01-02 10:00:00"	386
"36"	"LOT_N13Ad_S1"	"2008-01-02 11:00:00"	386
"37"	"LOT_N13Ad_S1"	"2008-01-02 12:00:00"	386
"38"	"LOT_N13Ad_S1"	"2008-01-02 13:00:00"	384
"39"	"LOT_N13Ad_S1"	"2008-01-02 14:00:00"	383
"40"	"LOT_N13Ad_S1"	"2008-01-02 15:00:00"	383
"41"	"LOT_N13Ad_S1"	"2008-01-02 16:00:00"	381
"42"	"LOT_N13Ad_S1"	"2008-01-02 17:00:00"	380
"43"	"LOT_N13Ad_S1"	"2008-01-02 18:00:00"	381
"44"	"LOT_N13Ad_S1"	"2008-01-02 19:00:00"	380
"45"	"LOT_N13Ad_S1"	"2008-01-02 20:00:00"	383
"46"	"LOT_N13Ad_S1"	"2008-01-02 21:00:00"	387
"47"	"LOT_N13Ad_S1"	"2008-01-02 22:00:00"	388
"48"	"LOT_N13Ad_S1"	"2008-01-02 23:00:00"	386
"49"	"LOT_N13Ad_S1"	"2008-01-03 00:00:00"	386
"50"	"LOT_N13Ad_S1"	"2008-01-03 01:00:00"	386
"51"	"LOT_N13Ad_S1"	"2008-01-03 02:00:00"	386
"52"	"LOT_N13Ad_S1"	"2008-01-03 03:00:00"	386
"53"	"LOT_N13Ad_S1"	"2008-01-03 04:00:00"	384
"54"	"LOT_N13Ad_S1"	"2008-01-03 05:00:00"	384
"55"	"LOT_N13Ad_S1"	"2008-01-03 06:00:00"	384
"56"	"LOT_N13Ad_S1"	"2008-01-03 07:00:00"	387
"57"	"LOT_N13Ad_S1"	"2008-01-03 08:00:00"	387
"58"	"LOT_N13Ad_S1"	"2008-01-03 09:00:00"	383
"59"	"LOT_N13Ad_S1"	"2008-01-03 10:00:00"	383
"60"	"LOT_N13Ad_S1"	"2008-01-03 11:00:00"	381
"61"	"LOT_N13Ad_S1"	"2008-01-03 12:00:00"	378
"62"	"LOT_N13Ad_S1"	"2008-01-03 13:00:00"	378
"63"	"LOT_N13Ad_S1"	"2008-01-03 14:00:00"	377
"64"	"LOT_N13Ad_S1"	"2008-01-03 15:00:00"	376
"65"	"LOT_N13Ad_S1"	"2008-01-03 16:00:00"	376
"66"	"LOT_N13Ad_S1"	"2008-01-03 17:00:00"	376
"67"	"LOT_N13Ad_S1"	"2008-01-03 18:00:00"	376
"68"	"LOT_N13Ad_S1"	"2008-01-03 19:00:00"	377
"69"	"LOT_N13Ad_S1"	"2008-01-03 20:00:00"	378
"70"	"LOT_N13Ad_S1"	"2008-01-03 21:00:00"	377
"71"	"LOT_N13Ad_S1"	"2008-01-03 22:00:00"	376
"72"	"LOT_N13Ad_S1"	"2008-01-03 23:00:00"	376
"73"	"LOT_N13Ad_S1"	"2008-01-04 00:00:00"	376
"74"	"LOT_N13Ad_S1"	"2008-01-04 01:00:00"	376
"75"	"LOT_N13Ad_S1"	"2008-01-04 02:00:00"	376
"76"	"LOT_N13Ad_S1"	"2008-01-04 03:00:00"	377
"77"	"LOT_N13Ad_S1"	"2008-01-04 04:00:00"	377
"78"	"LOT_N13Ad_S1"	"2008-01-04 05:00:00"	376
"79"	"LOT_N13Ad_S1"	"2008-01-04 06:00:00"	376
"80"	"LOT_N13Ad_S1"	"2008-01-04 07:00:00"	379
"81"	"LOT_N13Ad_S1"	"2008-01-04 08:00:00"	381
"82"	"LOT_N13Ad_S1"	"2008-01-04 09:00:00"	378
"83"	"LOT_N13Ad_S1"	"2008-01-04 10:00:00"	378
"84"	"LOT_N13Ad_S1"	"2008-01-04 11:00:00"	377
"85"	"LOT_N13Ad_S1"	"2008-01-04 12:00:00"	376
"86"	"LOT_N13Ad_S1"	"2008-01-04 13:00:00"	376
"87"	"LOT_N13Ad_S1"	"2008-01-04 14:00:00"	379
"88"	"LOT_N13Ad_S1"	"2008-01-04 15:00:00"	426
"89"	"LOT_N13Ad_S1"	"2008-01-04 16:00:00"	525
"90"	"LOT_N13Ad_S1"	"2008-01-04 17:00:00"	588
"91"	"LOT_N13Ad_S1"	"2008-01-04 18:00:00"	598
"92"	"LOT_N13Ad_S1"	"2008-01-04 19:00:00"	610
"93"	"LOT_N13Ad_S1"	"2008-01-04 20:00:00"	615
"94"	"LOT_N13Ad_S1"	"2008-01-04 21:00:00"	603
"95"	"LOT_N13Ad_S1"	"2008-01-04 22:00:00"	591
"96"	"LOT_N13Ad_S1"	"2008-01-04 23:00:00"	582
"97"	"LOT_N13Ad_S1"	"2008-01-05 00:00:00"	565
"98"	"LOT_N13Ad_S1"	"2008-01-05 01:00:00"	544
"99"	"LOT_N13Ad_S1"	"2008-01-05 02:00:00"	529
"100"	"LOT_N13Ad_S1"	"2008-01-05 03:00:00"	521
"101"	"LOT_N13Ad_S1"	"2008-01-05 04:00:00"	518
"102"	"LOT_N13Ad_S1"	"2008-01-05 05:00:00"	518
"103"	"LOT_N13Ad_S1"	"2008-01-05 06:00:00"	524
"104"	"LOT_N13Ad_S1"	"2008-01-05 07:00:00"	529
"105"	"LOT_N13Ad_S1"	"2008-01-05 08:00:00"	523
"106"	"LOT_N13Ad_S1"	"2008-01-05 09:00:00"	518
"107"	"LOT_N13Ad_S1"	"2008-01-05 10:00:00"	520
"108"	"LOT_N13Ad_S1"	"2008-01-05 11:00:00"	521
"109"	"LOT_N13Ad_S1"	"2008-01-05 12:00:00"	545
"110"	"LOT_N13Ad_S1"	"2008-01-05 13:00:00"	639
"111"	"LOT_N13Ad_S1"	"2008-01-05 14:00:00"	794
"112"	"LOT_N13Ad_S1"	"2008-01-05 15:00:00"	915
"113"	"LOT_N13Ad_S1"	"2008-01-05 16:00:00"	957
"114"	"LOT_N13Ad_S1"	"2008-01-05 17:00:00"	979
"115"	"LOT_N13Ad_S1"	"2008-01-05 18:00:00"	997
"116"	"LOT_N13Ad_S1"	"2008-01-05 19:00:00"	1003
"117"	"LOT_N13Ad_S1"	"2008-01-05 20:00:00"	1002
"118"	"LOT_N13Ad_S1"	"2008-01-05 21:00:00"	1009
"119"	"LOT_N13Ad_S1"	"2008-01-05 22:00:00"	1014
"120"	"LOT_N13Ad_S1"	"2008-01-05 23:00:00"	1014
"121"	"LOT_N13Ad_S1"	"2008-01-06 00:00:00"	1005
"122"	"LOT_N13Ad_S1"	"2008-01-06 01:00:00"	1008
"123"	"LOT_N13Ad_S1"	"2008-01-06 02:00:00"	1012
"124"	"LOT_N13Ad_S1"	"2008-01-06 03:00:00"	1014
"125"	"LOT_N13Ad_S1"	"2008-01-06 04:00:00"	1019
"126"	"LOT_N13Ad_S1"	"2008-01-06 05:00:00"	1022
"127"	"LOT_N13Ad_S1"	"2008-01-06 06:00:00"	1024
"128"	"LOT_N13Ad_S1"	"2008-01-06 07:00:00"	1022
"129"	"LOT_N13Ad_S1"	"2008-01-06 08:00:00"	1017
"130"	"LOT_N13Ad_S1"	"2008-01-06 09:00:00"	1017
"131"	"LOT_N13Ad_S1"	"2008-01-06 10:00:00"	1017
"132"	"LOT_N13Ad_S1"	"2008-01-06 11:00:00"	1011
"133"	"LOT_N13Ad_S1"	"2008-01-06 12:00:00"	998
"134"	"LOT_N13Ad_S1"	"2008-01-06 13:00:00"	985
"135"	"LOT_N13Ad_S1"	"2008-01-06 14:00:00"	981
"136"	"LOT_N13Ad_S1"	"2008-01-06 15:00:00"	981
"137"	"LOT_N13Ad_S1"	"2008-01-06 16:00:00"	984
"138"	"LOT_N13Ad_S1"	"2008-01-06 17:00:00"	990
"139"	"LOT_N13Ad_S1"	"2008-01-06 18:00:00"	1000
"140"	"LOT_N13Ad_S1"	"2008-01-06 19:00:00"	1011
"141"	"LOT_N13Ad_S1"	"2008-01-06 20:00:00"	1015
"142"	"LOT_N13Ad_S1"	"2008-01-06 21:00:00"	1021
"143"	"LOT_N13Ad_S1"	"2008-01-06 22:00:00"	1020
"144"	"LOT_N13Ad_S1"	"2008-01-06 23:00:00"	1014
"145"	"LOT_N13Ad_S1"	"2008-01-07 00:00:00"	1025
"146"	"LOT_N13Ad_S1"	"2008-01-07 01:00:00"	1034
"147"	"LOT_N13Ad_S1"	"2008-01-07 02:00:00"	1036
"148"	"LOT_N13Ad_S1"	"2008-01-07 03:00:00"	1038
"149"	"LOT_N13Ad_S1"	"2008-01-07 04:00:00"	1036
"150"	"LOT_N13Ad_S1"	"2008-01-07 05:00:00"	1037
"151"	"LOT_N13Ad_S1"	"2008-01-07 06:00:00"	1046
"152"	"LOT_N13Ad_S1"	"2008-01-07 07:00:00"	1050
"153"	"LOT_N13Ad_S1"	"2008-01-07 08:00:00"	1057
"154"	"LOT_N13Ad_S1"	"2008-01-07 09:00:00"	1058
"155"	"LOT_N13Ad_S1"	"2008-01-07 10:00:00"	1060
"156"	"LOT_N13Ad_S1"	"2008-01-07 11:00:00"	1065
"157"	"LOT_N13Ad_S1"	"2008-01-07 12:00:00"	1072
"158"	"LOT_N13Ad_S1"	"2008-01-07 13:00:00"	1081
"159"	"LOT_N13Ad_S1"	"2008-01-07 14:00:00"	1089
"160"	"LOT_N13Ad_S1"	"2008-01-07 15:00:00"	1096
"161"	"LOT_N13Ad_S1"	"2008-01-07 16:00:00"	1104
"162"	"LOT_N13Ad_S1"	"2008-01-07 17:00:00"	1113
"163"	"LOT_N13Ad_S1"	"2008-01-07 18:00:00"	1118
"164"	"LOT_N13Ad_S1"	"2008-01-07 19:00:00"	1129
"165"	"LOT_N13Ad_S1"	"2008-01-07 20:00:00"	1140
"166"	"LOT_N13Ad_S1"	"2008-01-07 21:00:00"	1151
"167"	"LOT_N13Ad_S1"	"2008-01-07 22:00:00"	1150
"168"	"LOT_N13Ad_S1"	"2008-01-07 23:00:00"	1136
"169"	"LOT_N13Ad_S1"	"2008-01-08 00:00:00"	1138
"170"	"LOT_N13Ad_S1"	"2008-01-08 01:00:00"	1140
"171"	"LOT_N13Ad_S1"	"2008-01-08 02:00:00"	1137
"172"	"LOT_N13Ad_S1"	"2008-01-08 03:00:00"	1119
"173"	"LOT_N13Ad_S1"	"2008-01-08 04:00:00"	1084
"174"	"LOT_N13Ad_S1"	"2008-01-08 05:00:00"	1053
"175"	"LOT_N13Ad_S1"	"2008-01-08 06:00:00"	1016
"176"	"LOT_N13Ad_S1"	"2008-01-08 07:00:00"	959
"177"	"LOT_N13Ad_S1"	"2008-01-08 08:00:00"	888
"178"	"LOT_N13Ad_S1"	"2008-01-08 09:00:00"	817
"179"	"LOT_N13Ad_S1"	"2008-01-08 10:00:00"	767
"180"	"LOT_N13Ad_S1"	"2008-01-08 11:00:00"	736
"181"	"LOT_N13Ad_S1"	"2008-01-08 12:00:00"	710
"182"	"LOT_N13Ad_S1"	"2008-01-08 13:00:00"	699
"183"	"LOT_N13Ad_S1"	"2008-01-08 14:00:00"	693
"184"	"LOT_N13Ad_S1"	"2008-01-08 15:00:00"	687
"185"	"LOT_N13Ad_S1"	"2008-01-08 16:00:00"	684
"186"	"LOT_N13Ad_S1"	"2008-01-08 17:00:00"	681
"187"	"LOT_N13Ad_S1"	"2008-01-08 18:00:00"	670
"188"	"LOT_N13Ad_S1"	"2008-01-08 19:00:00"	665
"189"	"LOT_N13Ad_S1"	"2008-01-08 20:00:00"	652
"190"	"LOT_N13Ad_S1"	"2008-01-08 21:00:00"	638
"191"	"LOT_N13Ad_S1"	"2008-01-08 22:00:00"	633
"192"	"LOT_N13Ad_S1"	"2008-01-08 23:00:00"	621
"193"	"LOT_N13Ad_S1"	"2008-01-09 00:00:00"	615
"194"	"LOT_N13Ad_S1"	"2008-01-09 01:00:00"	610
"195"	"LOT_N13Ad_S1"	"2008-01-09 02:00:00"	604
"196"	"LOT_N13Ad_S1"	"2008-01-09 03:00:00"	598
"197"	"LOT_N13Ad_S1"	"2008-01-09 04:00:00"	594
"198"	"LOT_N13Ad_S1"	"2008-01-09 05:00:00"	596
"199"	"LOT_N13Ad_S1"	"2008-01-09 06:00:00"	598
"200"	"LOT_N13Ad_S1"	"2008-01-09 07:00:00"	601
"201"	"LOT_N13Ad_S1"	"2008-01-09 08:00:00"	601
"202"	"LOT_N13Ad_S1"	"2008-01-09 09:00:00"	591
"203"	"LOT_N13Ad_S1"	"2008-01-09 10:00:00"	588
"204"	"LOT_N13Ad_S1"	"2008-01-09 11:00:00"	590
"205"	"LOT_N13Ad_S1"	"2008-01-09 12:00:00"	593
"206"	"LOT_N13Ad_S1"	"2008-01-09 13:00:00"	594
"207"	"LOT_N13Ad_S1"	"2008-01-09 14:00:00"	600
"208"	"LOT_N13Ad_S1"	"2008-01-09 15:00:00"	616
"209"	"LOT_N13Ad_S1"	"2008-01-09 16:00:00"	642
"210"	"LOT_N13Ad_S1"	"2008-01-09 17:00:00"	675
"211"	"LOT_N13Ad_S1"	"2008-01-09 18:00:00"	701
"212"	"LOT_N13Ad_S1"	"2008-01-09 19:00:00"	728
"213"	"LOT_N13Ad_S1"	"2008-01-09 20:00:00"	752
"214"	"LOT_N13Ad_S1"	"2008-01-09 21:00:00"	758
"215"	"LOT_N13Ad_S1"	"2008-01-09 22:00:00"	759
"216"	"LOT_N13Ad_S1"	"2008-01-09 23:00:00"	757
"217"	"LOT_N13Ad_S1"	"2008-01-10 00:00:00"	755
"218"	"LOT_N13Ad_S1"	"2008-01-10 01:00:00"	742
"219"	"LOT_N13Ad_S1"	"2008-01-10 02:00:00"	722
"220"	"LOT_N13Ad_S1"	"2008-01-10 03:00:00"	704
"221"	"LOT_N13Ad_S1"	"2008-01-10 04:00:00"	693
"222"	"LOT_N13Ad_S1"	"2008-01-10 05:00:00"	685
"223"	"LOT_N13Ad_S1"	"2008-01-10 06:00:00"	677
"224"	"LOT_N13Ad_S1"	"2008-01-10 07:00:00"	658
"225"	"LOT_N13Ad_S1"	"2008-01-10 08:00:00"	634
"226"	"LOT_N13Ad_S1"	"2008-01-10 09:00:00"	628
"227"	"LOT_N13Ad_S1"	"2008-01-10 10:00:00"	617
"228"	"LOT_N13Ad_S1"	"2008-01-10 11:00:00"	612
"229"	"LOT_N13Ad_S1"	"2008-01-10 12:00:00"	609
"230"	"LOT_N13Ad_S1"	"2008-01-10 13:00:00"	603
"231"	"LOT_N13Ad_S1"	"2008-01-10 14:00:00"	598
"232"	"LOT_N13Ad_S1"	"2008-01-10 15:00:00"	595
"233"	"LOT_N13Ad_S1"	"2008-01-10 16:00:00"	594
"234"	"LOT_N13Ad_S1"	"2008-01-10 17:00:00"	591
"235"	"LOT_N13Ad_S1"	"2008-01-10 18:00:00"	594
"236"	"LOT_N13Ad_S1"	"2008-01-10 19:00:00"	597
"237"	"LOT_N13Ad_S1"	"2008-01-10 20:00:00"	593
"238"	"LOT_N13Ad_S1"	"2008-01-10 21:00:00"	588
"239"	"LOT_N13Ad_S1"	"2008-01-10 22:00:00"	585
"240"	"LOT_N13Ad_S1"	"2008-01-10 23:00:00"	588
"241"	"LOT_N13Ad_S1"	"2008-01-11 00:00:00"	582
"242"	"LOT_N13Ad_S1"	"2008-01-11 01:00:00"	571
"243"	"LOT_N13Ad_S1"	"2008-01-11 02:00:00"	563
"244"	"LOT_N13Ad_S1"	"2008-01-11 03:00:00"	559
"245"	"LOT_N13Ad_S1"	"2008-01-11 04:00:00"	559
"246"	"LOT_N13Ad_S1"	"2008-01-11 05:00:00"	559
"247"	"LOT_N13Ad_S1"	"2008-01-11 06:00:00"	554
"248"	"LOT_N13Ad_S1"	"2008-01-11 07:00:00"	549
"249"	"LOT_N13Ad_S1"	"2008-01-11 08:00:00"	552
"250"	"LOT_N13Ad_S1"	"2008-01-11 09:00:00"	550
"251"	"LOT_N13Ad_S1"	"2008-01-11 10:00:00"	545
"252"	"LOT_N13Ad_S1"	"2008-01-11 11:00:00"	541
"253"	"LOT_N13Ad_S1"	"2008-01-11 12:00:00"	538
"254"	"LOT_N13Ad_S1"	"2008-01-11 13:00:00"	535
"255"	"LOT_N13Ad_S1"	"2008-01-11 14:00:00"	546
"256"	"LOT_N13Ad_S1"	"2008-01-11 15:00:00"	578
"257"	"LOT_N13Ad_S1"	"2008-01-11 16:00:00"	662
"258"	"LOT_N13Ad_S1"	"2008-01-11 17:00:00"	764
"259"	"LOT_N13Ad_S1"	"2008-01-11 18:00:00"	820
"260"	"LOT_N13Ad_S1"	"2008-01-11 19:00:00"	851
"261"	"LOT_N13Ad_S1"	"2008-01-11 20:00:00"	864
"262"	"LOT_N13Ad_S1"	"2008-01-11 21:00:00"	868
"263"	"LOT_N13Ad_S1"	"2008-01-11 22:00:00"	878
"264"	"LOT_N13Ad_S1"	"2008-01-11 23:00:00"	909
"265"	"LOT_N13Ad_S1"	"2008-01-12 00:00:00"	963
"266"	"LOT_N13Ad_S1"	"2008-01-12 01:00:00"	1002
"267"	"LOT_N13Ad_S1"	"2008-01-12 02:00:00"	1007
"268"	"LOT_N13Ad_S1"	"2008-01-12 03:00:00"	1013
"269"	"LOT_N13Ad_S1"	"2008-01-12 04:00:00"	1019
"270"	"LOT_N13Ad_S1"	"2008-01-12 05:00:00"	1027
"271"	"LOT_N13Ad_S1"	"2008-01-12 06:00:00"	1038
"272"	"LOT_N13Ad_S1"	"2008-01-12 07:00:00"	1046
"273"	"LOT_N13Ad_S1"	"2008-01-12 08:00:00"	1044
"274"	"LOT_N13Ad_S1"	"2008-01-12 09:00:00"	1031
"275"	"LOT_N13Ad_S1"	"2008-01-12 10:00:00"	1022
"276"	"LOT_N13Ad_S1"	"2008-01-12 11:00:00"	1019
"277"	"LOT_N13Ad_S1"	"2008-01-12 12:00:00"	1019
"278"	"LOT_N13Ad_S1"	"2008-01-12 13:00:00"	1019
"279"	"LOT_N13Ad_S1"	"2008-01-12 14:00:00"	1019
"280"	"LOT_N13Ad_S1"	"2008-01-12 15:00:00"	1022
"281"	"LOT_N13Ad_S1"	"2008-01-12 16:00:00"	1022
"282"	"LOT_N13Ad_S1"	"2008-01-12 17:00:00"	1024
"283"	"LOT_N13Ad_S1"	"2008-01-12 18:00:00"	1029
"284"	"LOT_N13Ad_S1"	"2008-01-12 19:00:00"	1027
"285"	"LOT_N13Ad_S1"	"2008-01-12 20:00:00"	1022
"286"	"LOT_N13Ad_S1"	"2008-01-12 21:00:00"	1011
"287"	"LOT_N13Ad_S1"	"2008-01-12 22:00:00"	998
"288"	"LOT_N13Ad_S1"	"2008-01-12 23:00:00"	985
"289"	"LOT_N13Ad_S1"	"2008-01-13 00:00:00"	964
"290"	"LOT_N13Ad_S1"	"2008-01-13 01:00:00"	929
"291"	"LOT_N13Ad_S1"	"2008-01-13 02:00:00"	901
"292"	"LOT_N13Ad_S1"	"2008-01-13 03:00:00"	884
"293"	"LOT_N13Ad_S1"	"2008-01-13 04:00:00"	872
"294"	"LOT_N13Ad_S1"	"2008-01-13 05:00:00"	867
"295"	"LOT_N13Ad_S1"	"2008-01-13 06:00:00"	846
"296"	"LOT_N13Ad_S1"	"2008-01-13 07:00:00"	818
"297"	"LOT_N13Ad_S1"	"2008-01-13 08:00:00"	795
"298"	"LOT_N13Ad_S1"	"2008-01-13 09:00:00"	779
"299"	"LOT_N13Ad_S1"	"2008-01-13 10:00:00"	768
"300"	"LOT_N13Ad_S1"	"2008-01-13 11:00:00"	762
"301"	"LOT_N13Ad_S1"	"2008-01-13 12:00:00"	758
"302"	"LOT_N13Ad_S1"	"2008-01-13 13:00:00"	754
"303"	"LOT_N13Ad_S1"	"2008-01-13 14:00:00"	754
"304"	"LOT_N13Ad_S1"	"2008-01-13 15:00:00"	754
"305"	"LOT_N13Ad_S1"	"2008-01-13 16:00:00"	754
"306"	"LOT_N13Ad_S1"	"2008-01-13 17:00:00"	754
"307"	"LOT_N13Ad_S1"	"2008-01-13 18:00:00"	755
"308"	"LOT_N13Ad_S1"	"2008-01-13 19:00:00"	755
"309"	"LOT_N13Ad_S1"	"2008-01-13 20:00:00"	755
"310"	"LOT_N13Ad_S1"	"2008-01-13 21:00:00"	759
"311"	"LOT_N13Ad_S1"	"2008-01-13 22:00:00"	758
"312"	"LOT_N13Ad_S1"	"2008-01-13 23:00:00"	750
"313"	"LOT_N13Ad_S1"	"2008-01-14 00:00:00"	742
"314"	"LOT_N13Ad_S1"	"2008-01-14 01:00:00"	742
"315"	"LOT_N13Ad_S1"	"2008-01-14 02:00:00"	741
"316"	"LOT_N13Ad_S1"	"2008-01-14 03:00:00"	737
"317"	"LOT_N13Ad_S1"	"2008-01-14 04:00:00"	735
"318"	"LOT_N13Ad_S1"	"2008-01-14 05:00:00"	735
"319"	"LOT_N13Ad_S1"	"2008-01-14 06:00:00"	732
"320"	"LOT_N13Ad_S1"	"2008-01-14 07:00:00"	727
"321"	"LOT_N13Ad_S1"	"2008-01-14 08:00:00"	727
"322"	"LOT_N13Ad_S1"	"2008-01-14 09:00:00"	721
"323"	"LOT_N13Ad_S1"	"2008-01-14 10:00:00"	716
"324"	"LOT_N13Ad_S1"	"2008-01-14 11:00:00"	714
"325"	"LOT_N13Ad_S1"	"2008-01-14 12:00:00"	711
"326"	"LOT_N13Ad_S1"	"2008-01-14 13:00:00"	711
"327"	"LOT_N13Ad_S1"	"2008-01-14 14:00:00"	711
"328"	"LOT_N13Ad_S1"	"2008-01-14 15:00:00"	727
"329"	"LOT_N13Ad_S1"	"2008-01-14 16:00:00"	753
"330"	"LOT_N13Ad_S1"	"2008-01-14 17:00:00"	782
"331"	"LOT_N13Ad_S1"	"2008-01-14 18:00:00"	818
"332"	"LOT_N13Ad_S1"	"2008-01-14 19:00:00"	849
"333"	"LOT_N13Ad_S1"	"2008-01-14 20:00:00"	870
"334"	"LOT_N13Ad_S1"	"2008-01-14 21:00:00"	876
"335"	"LOT_N13Ad_S1"	"2008-01-14 22:00:00"	884
"336"	"LOT_N13Ad_S1"	"2008-01-14 23:00:00"	889
"337"	"LOT_N13Ad_S1"	"2008-01-15 00:00:00"	887
"338"	"LOT_N13Ad_S1"	"2008-01-15 01:00:00"	884
"339"	"LOT_N13Ad_S1"	"2008-01-15 02:00:00"	887
"340"	"LOT_N13Ad_S1"	"2008-01-15 03:00:00"	889
"341"	"LOT_N13Ad_S1"	"2008-01-15 04:00:00"	881
"342"	"LOT_N13Ad_S1"	"2008-01-15 05:00:00"	868
"343"	"LOT_N13Ad_S1"	"2008-01-15 06:00:00"	841
"344"	"LOT_N13Ad_S1"	"2008-01-15 07:00:00"	803
"345"	"LOT_N13Ad_S1"	"2008-01-15 08:00:00"	776
"346"	"LOT_N13Ad_S1"	"2008-01-15 09:00:00"	759
"347"	"LOT_N13Ad_S1"	"2008-01-15 10:00:00"	753
"348"	"LOT_N13Ad_S1"	"2008-01-15 11:00:00"	747
"349"	"LOT_N13Ad_S1"	"2008-01-15 12:00:00"	739
"350"	"LOT_N13Ad_S1"	"2008-01-15 13:00:00"	733
"351"	"LOT_N13Ad_S1"	"2008-01-15 14:00:00"	730
"352"	"LOT_N13Ad_S1"	"2008-01-15 15:00:00"	728
"353"	"LOT_N13Ad_S1"	"2008-01-15 16:00:00"	732
"354"	"LOT_N13Ad_S1"	"2008-01-15 17:00:00"	737
"355"	"LOT_N13Ad_S1"	"2008-01-15 18:00:00"	739
"356"	"LOT_N13Ad_S1"	"2008-01-15 19:00:00"	740
"357"	"LOT_N13Ad_S1"	"2008-01-15 20:00:00"	736
"358"	"LOT_N13Ad_S1"	"2008-01-15 21:00:00"	736
"359"	"LOT_N13Ad_S1"	"2008-01-15 22:00:00"	736
"360"	"LOT_N13Ad_S1"	"2008-01-15 23:00:00"	735
"361"	"LOT_N13Ad_S1"	"2008-01-16 00:00:00"	737
"362"	"LOT_N13Ad_S1"	"2008-01-16 01:00:00"	737
"363"	"LOT_N13Ad_S1"	"2008-01-16 02:00:00"	732
"364"	"LOT_N13Ad_S1"	"2008-01-16 03:00:00"	729
"365"	"LOT_N13Ad_S1"	"2008-01-16 04:00:00"	733
"366"	"LOT_N13Ad_S1"	"2008-01-16 05:00:00"	733
"367"	"LOT_N13Ad_S1"	"2008-01-16 06:00:00"	741
"368"	"LOT_N13Ad_S1"	"2008-01-16 07:00:00"	747
"369"	"LOT_N13Ad_S1"	"2008-01-16 08:00:00"	747
"370"	"LOT_N13Ad_S1"	"2008-01-16 09:00:00"	753
"371"	"LOT_N13Ad_S1"	"2008-01-16 10:00:00"	759
"372"	"LOT_N13Ad_S1"	"2008-01-16 11:00:00"	766
"373"	"LOT_N13Ad_S1"	"2008-01-16 12:00:00"	790
"374"	"LOT_N13Ad_S1"	"2008-01-16 13:00:00"	842
"375"	"LOT_N13Ad_S1"	"2008-01-16 14:00:00"	905
"376"	"LOT_N13Ad_S1"	"2008-01-16 15:00:00"	981
"377"	"LOT_N13Ad_S1"	"2008-01-16 16:00:00"	1038
"378"	"LOT_N13Ad_S1"	"2008-01-16 17:00:00"	1051
"379"	"LOT_N13Ad_S1"	"2008-01-16 18:00:00"	1057
"380"	"LOT_N13Ad_S1"	"2008-01-16 19:00:00"	1047
"381"	"LOT_N13Ad_S1"	"2008-01-16 20:00:00"	1026
"382"	"LOT_N13Ad_S1"	"2008-01-16 21:00:00"	1009
"383"	"LOT_N13Ad_S1"	"2008-01-16 22:00:00"	994
"384"	"LOT_N13Ad_S1"	"2008-01-16 23:00:00"	968
"385"	"LOT_N13Ad_S1"	"2008-01-17 00:00:00"	944
"386"	"LOT_N13Ad_S1"	"2008-01-17 01:00:00"	929
